input,output
"input: The climbers reached the peak of the mountain.
They congratulated each other.
output: ",effect
"input: The vandals threw a rock at the window.
The window cracked.
output: ",effect
"input: The fortune teller's revelations were convincing.
She received many returning customers.
output: ",effect
"input: The woman's makeup smeared.
She wiped her eyes.
output: ",cause
"input: The company's profits started to level off.
It increased its marketing efforts for new products.
output: ",effect
"input: The student's answer on the exam was incorrect.
The teacher subtracted points off the student's grade.
output: ",effect
"input: The girl wanted to demonstrate proper etiquette.
She put her napkin on her lap before eating.
output: ",effect
"input: The detective flashed his badge to the police officer.
The police officer let the detective enter the crime scene.
output: ",effect
"input: The girl wanted to make her mother happy.
The girl picked a flower for her mother.
output: ",effect
"input: The toddler started crying.
Her parents gave her a toy.
output: ",effect
"input: The man uncovered incriminating evidence against his enemy.
The man blackmailed his enemy.
output: ",effect
"input: The girl pushed herself off the top of the slide.
She glided down the slide.
output: ",effect
"input: My jaw dropped open.
I was shocked.
output: ",cause
"input: The child disobeyed her parents.
Her parents punished her.
output: ",effect
"input: The car looked filthy.
The owner took it to the car wash.
output: ",effect
"input: My friend paid for my ticket.
I paid her back.
output: ",effect
"input: The woman was wrongly convicted for the crime.
She was framed.
output: ",cause
"input: The girl applied the scissors to the paper.
The paper sliced apart.
output: ",effect
"input: The woman visited her family.
She missed them.
output: ",cause
"input: I burst into a fit of laughter.
My eyes welled up with tears.
output: ",effect
"input: The school principal implemented a dress code.
Students protested the decision.
output: ",effect
"input: The balloon expanded.
I blew into it.
output: ",cause
"input: I wanted to lighten the mood of the conversation.
I told a joke.
output: ",effect
"input: A fistfight broke out in the hall of the school.
The principal suspended the students involved.
output: ",effect
"input: The photo albums collected dust in the attic.
They remained untouched for years.
output: ",cause
"input: I got distracted from my conversation with the woman.
Everyone in the room was talking.
output: ",cause
"input: I put coins in the washing machine at the laundromat.
The machine powered on.
output: ",effect
"input: The family postponed the barbeque.
The forecast called for storms.
output: ",cause
"input: Air leaked out of the beach ball.
There was a hole in it.
output: ",cause
"input: I clenched the candy wrapper in my fist.
The wrapper crinkled.
output: ",effect
"input: The woman pressed down on the piano key.
A sound played.
output: ",effect
"input: The girl met her favorite actor.
She asked him for his autograph.
output: ",effect
"input: The vehicles travelled slowly.
It was foggy.
output: ",cause
"input: The chandelier shattered on the floor.
The chandelier dropped from the ceiling.
output: ",cause
"input: The cat purred.
I petted it.
output: ",cause
"input: The boy pushed his sister.
His sister tattled on him.
output: ",effect
"input: The man gained weight.
He got his suit altered.
output: ",effect
"input: The clouds looked dark.
I brought my umbrella to work.
output: ",effect
"input: The engine of the airplane was faulty.
The airplane crashed.
output: ",effect
"input: Cars moved to the shoulder of the road.
A screaming ambulance approached.
output: ",cause
"input: The boy lost hold of the bar of soap.
The bar was slippery.
output: ",cause
"input: The celebrity wore sunglasses.
She wanted to avoid recognition.
output: ",cause
"input: My grandmother passed away.
My family held a funeral.
output: ",effect
"input: The police officer pulled over the celebrity.
The celebrity offered the officer a bribe.
output: ",effect
"input: The man revealed personal information to the therapist.
He trusted the therapist.
output: ",cause
"input: The man fell unconscious.
The assailant struck the man in the head.
output: ",cause
"input: I approached the man.
He looked familiar.
output: ",cause
"input: The leader received praise.
He fought poverty.
output: ",cause
"input: The man read the cartoon in the newspaper.
He chuckled.
output: ",effect
"input: My mailbox was overflowing with letters.
I went on vacation for two weeks.
output: ",cause
"input: The bananas ripened.
We ate them.
output: ",effect
"input: The chef pressed down on the dough.
The dough flattened.
output: ",effect
"input: The clay hardened.
The potter put the clay in the oven.
output: ",cause
"input: The woman betrayed her friend.
Her friend cut off contact with her.
output: ",effect
"input: The man took notice of the woman.
He caught a whiff of her perfume.
output: ",cause
"input: The woman and her boyfriend got into a fight.
They stopped seeing each other.
output: ",effect
"input: The bully stuck his foot out in front of his classmate.
The bully's classmate tripped.
output: ",effect
"input: The man wanted to get revenge on his enemy.
The man framed his enemy for a crime.
output: ",effect
"input: The woman was mistaken for her sister.
The woman looked like her sister.
output: ",cause
"input: The man made an error in his calculations.
His work was hasty.
output: ",cause
"input: The woman's eyeglasses fogged up.
She entered the sauna.
output: ",cause
"input: The shopper wondered about the cost of the item.
He checked its price tag.
output: ",effect
"input: The host of the trivia show called on the contestant for an answer.
The contestant rang the buzzer.
output: ",cause
"input: The boy was afraid to go to bed.
He watched a horror movie.
output: ",cause
"input: The woman wanted to be a doctor.
She went to medical school.
output: ",effect
"input: The boy found the television show boring.
He shut it off.
output: ",effect
"input: The boy had trouble buttoning his shirt.
He asked his mother for help.
output: ",effect
"input: I spit out my chewing gum.
The gum lost its flavor.
output: ",cause
"input: The boy painted a picture for his mother.
His mother hung the picture on the wall.
output: ",effect
"input: The competition ended.
The teams shook hands.
output: ",effect
"input: I scrubbed the stain on the floor.
I got rid of the stain.
output: ",effect
"input: The documents contained important information.
I kept them in a secure place.
output: ",effect
"input: The egg splattered.
I dropped it.
output: ",cause
"input: The girl pushed her friend.
Her friend fell over.
output: ",effect
"input: A group of teenagers crashed the party.
The host of the party kicked them out.
output: ",effect
"input: The man took a shower.
He was sweaty from working out.
output: ",cause
"input: The screen on the laptop went black.
The laptop's battery died.
output: ",cause
"input: The book became a huge bestseller.
It was adapted into a movie.
output: ",effect
"input: The man felt thankful to be alive.
He was cured of cancer.
output: ",cause
"input: The woman wrote a check to the gas company.
She received her monthly bill.
output: ",cause
"input: The woman filed a restraining order against the man.
The man stalked her.
output: ",cause
"input: The ocean tide was dangerous.
The swimmers returned towards the shore.
output: ",effect
"input: The woman refused a second beer.
She was the designated driver for the night.
output: ",cause
"input: I ran out of breath.
I climbed several flights of stairs.
output: ",cause
"input: The woman was deemed mentally ill.
She was sent to a psychiatric institution.
output: ",effect
"input: The football coach lost his voice after the game.
He yelled whenever a player fumbled the ball.
output: ",cause
"input: The woman complimented the man.
He blushed.
output: ",effect
"input: I applied pressure to the cut on my arm.
It stopped bleeding.
output: ",effect
"input: The woman had an infection.
She took antibiotics.
output: ",effect
"input: The woman was summoned for jury duty.
She cancelled her appointments.
output: ",effect
"input: The woman fanned herself with her hand.
The air conditioner in the room broke.
output: ",cause
"input: The doctors amputated the patient's leg.
It was severely infected.
output: ",cause
"input: The man was bitten by mosquitoes.
He went camping in the woods.
output: ",cause
"input: The administrator cleared her throat.
The meeting commenced.
output: ",effect
"input: The children ran through the sprinkler.
They were hot.
output: ",cause
"input: The man needed coins to fill the parking meter.
He searched under his car seats for loose change.
output: ",effect
"input: The customer thought the souvenir was overpriced.
He bargained with the vendor.
output: ",effect
"input: The scientist gained recognition.
She discovered a new species.
output: ",cause
"input: The boy giggled uncontrollably.
His brother tickled him.
output: ",cause
"input: My knees buckled on the stairs.
I caught myself on the railing.
output: ",effect
"input: I went to bed.
It was late.
output: ",cause
"input: My friend was recovering from surgery.
I brought her a card and flowers.
output: ",effect
"input: The DJ turned the music on.
People began to dance.
output: ",effect
"input: The security guard replayed the surveillance footage.
He noticed some suspicious activity.
output: ",cause
"input: I lingered in bed upon awakening.
It was Saturday.
output: ",cause
"input: The woman's purse was missing.
She left it unsupervised.
output: ",cause
"input: The woman suffered amnesia.
She got into a car accident.
output: ",cause
"input: I needed to get cash.
I went to the bank.
output: ",effect
"input: The rider fell to the ground.
The bull bucked the rider.
output: ",cause
"input: The boy wanted to be muscular.
He lifted weights.
output: ",effect
"input: The scientist conducted an experiment.
She validated her theory.
output: ",effect
"input: The milk stayed cold.
I stored it in the refrigerator.
output: ",cause
"input: The fussy baby calmed down.
The parents shook a rattle in front of the baby.
output: ",cause
"input: I put ice cubes in the hot soup.
The soup cooled down.
output: ",effect
"input: The girl shared her lunch with her friend.
Her friend forgot to bring his lunch.
output: ",cause
"input: The police closed the investigation.
They apprehended the suspect.
output: ",cause
"input: The rain subsided.
I went for a walk.
output: ",effect
"input: The photograph faded.
It was old.
output: ",cause
"input: The boy got a black eye.
The bully punched the boy.
output: ",cause
"input: I misplaced my wallet.
I retraced my steps.
output: ",effect
"input: The hunter ran out of ammunition.
He reloaded the gun.
output: ",effect
"input: Marine life diminished.
Oil spilled into the ocean.
output: ",cause
"input: I ran the ice cube under warm water.
The ice cube vanished.
output: ",effect
"input: The customer came into the boutique.
The window display caught her eye.
output: ",cause
"input: The man drank water with his meal.
His meal was spicy.
output: ",cause
"input: The woman stayed away from public places.
She was contagious.
output: ",cause
"input: The putrid odor filled the room.
I clamped my hand over my nose.
output: ",effect
"input: The employee missed work.
There was a death in her family.
output: ",cause
"input: The magnet attracted the paperclip.
The paperclip stuck to the magnet.
output: ",effect
"input: The gardener pulled the weeds.
The weeds came out of the soil.
output: ",effect
"input: We ordered a pizza.
The pizza was delivered.
output: ",effect
"input: The teenager grew taller than his father.
He went through a growth spurt.
output: ",cause
"input: The patient underwent the risky medical procedure.
Specialists recommended the procedure.
output: ",cause
"input: The investigators deemed the man's death a suicide.
He left a note.
output: ",cause
"input: The computer crashed.
I downloaded a virus.
output: ",cause
"input: The girl's mouth ached.
She lost a tooth.
output: ",cause
"input: The room was dim.
I opened the blinds.
output: ",effect
"input: The father put his daughter in her stroller.
He was tired of carrying her.
output: ",cause
"input: The spy discovered the enemy's location.
The spy bugged the enemy's phone.
output: ",cause
"input: The glasses on the table spilled.
The child yanked the tablecloth.
output: ",cause
"input: The water in the teapot started to boil.
The teapot whistled.
output: ",effect
"input: The woman exaggerated the details of the story.
She wanted attention.
output: ",cause
"input: The woman hit a midlife crisis.
She went sky diving.
output: ",effect
"input: The man grieved.
His mother passed away.
output: ",cause
"input: The girl had a phobia of dogs.
She was bitten by a dog.
output: ",cause
"input: I made a resolution to eat a healthy diet.
I bought fruits and vegetables.
output: ",effect
"input: The patient went into a coma.
He suffered brain damage.
output: ",cause
"input: The friends' dinnertime conversation turned to politics.
A debate erupted.
output: ",effect
"input: The woman spotted her friend from across the room.
The woman waved.
output: ",cause
"input: The mother needed help looking after her children.
She sent the children to daycare.
output: ",effect
"input: The driver honked her horn.
Another car swerved into her lane.
output: ",cause
"input: The man wanted to save money.
He cut back on making frivolous purchases.
output: ",effect
"input: I put shoes on.
The floor contained broken glass.
output: ",cause
"input: The librarian located the book in the stacks.
I requested the librarian's help.
output: ",cause
"input: The mother became eye level with her son.
She squatted down.
output: ",cause
"input: I packed up my belongings.
I was moving out of my apartment.
output: ",cause
"input: The boy mimicked his older brother.
The boy looked up to his older brother.
output: ",cause
"input: The girl desired her parent's approval.
She obeyed her parent's rules.
output: ",effect
"input: The truck crashed into the motorcycle on the bridge.
The motorcyclist died.
output: ",effect
"input: The swimmer won the race.
She received a gold medal.
output: ",effect
"input: Air pollution in the city worsened.
Factories increased their production.
output: ",cause
"input: The mother scolded her daughter.
Her daughter burped at the kitchen table.
output: ",cause
"input: I excused myself from the group.
My phone rang.
output: ",cause
"input: The skier slipped on the slope.
She hit a patch of ice.
output: ",cause
"input: The print on the brochure was tiny.
The man put his glasses on.
output: ",effect
"input: I flipped the light switch up and down.
The light flickered.
output: ",effect
"input: The man's watch was broken.
He asked a stranger for the time.
output: ",effect
"input: The soldiers were concealed in the brush.
They wore camouflage uniforms.
output: ",cause
"input: The man turned on the faucet.
Water flowed from the spout.
output: ",effect
"input: The girl found a bug in her cereal.
She lost her appetite.
output: ",effect
"input: The woman retired.
She received her pension.
output: ",effect
"input: The hamburger meat browned.
The cook grilled it.
output: ",cause
"input: I doubted the salesman's pitch.
I turned his offer down.
output: ",effect
"input: I decided to stay home for the night.
The forecast called for storms.
output: ",cause
"input: My eyes became red and puffy.
I was sobbing.
output: ",cause
"input: The flame on the candle went out.
I blew on the wick.
output: ",cause
"input: The man drank heavily at the party.
He had a headache the next day.
output: ",effect
"input: The bowling ball knocked over the bowling pins.
The man rolled the bowling ball down the alley.
output: ",cause
"input: The community learned of the man's death.
His obituary appeared in the newspaper.
output: ",cause
"input: My computer crashed.
I lost all my data.
output: ",effect
"input: The woman resigned from her job.
She believed her superiors were acting unethically.
output: ",cause
"input: The player caught the ball.
Her teammate threw it to her.
output: ",cause
"input: The judge pounded the gavel.
The courtroom broke into uproar.
output: ",cause
"input: The woman banished the children from her property.
The children trampled through her garden.
output: ",cause
"input: The kidnappers released the hostage.
They accepted ransom money.
output: ",cause
"input: The cook's eyes watered.
He cut an onion.
output: ",cause
"input: The woman ran her finger under cold water.
She burned her finger on the toaster.
output: ",cause
"input: The student misspelled the word.
The teacher corrected her.
output: ",effect
"input: I regained composure from my fit of anger.
I took deep breaths.
output: ",cause
"input: I put my hands under the running faucet.
The soap rinsed off my hands.
output: ",effect
"input: The man dressed in his best suit.
He scheduled a meeting with an important client.
output: ",cause
"input: The man confessed his love for the woman.
The woman rejected him.
output: ",effect
"input: The driver got a flat tire.
He ran over a nail.
output: ",cause
"input: My view of the movie screen was blocked.
A tall person was sitting in front of me.
output: ",cause
"input: The driver turned on the car's headlights.
The sun went down.
output: ",cause
"input: The girl refused to eat her vegetables.
Her father took away her dessert.
output: ",effect
"input: The woman covered her mouth with her hand.
She sneezed.
output: ",cause
"input: The secretary put the caller on hold.
The caller waited on the line.
output: ",effect
"input: The woman walked with crutches.
She broke her leg.
output: ",cause
"input: I coughed.
I inhaled smoke.
output: ",cause
"input: The clock chimed.
It was the top of the hour.
output: ",cause
"input: The chef hit the egg on the side of the bowl.
The egg cracked.
output: ",effect
"input: The police searched the offender's car.
They were looking for illegal drugs.
output: ",cause
"input: The couple travelled south for the winter.
They were retired.
output: ",cause
"input: The man felt obligated to attend the event.
He promised his friend that he would go.
output: ",cause
"input: The bride got cold feet before the wedding.
She called the wedding off.
output: ",effect
"input: The man grew old.
His hair turned gray.
output: ",effect
"input: The friends decided to share the hamburger.
They cut the hamburger in half.
output: ",effect
"input: I twisted the cap off the soda bottle.
The soda fizzed.
output: ",effect
"input: The pair of students came under scrutiny by the teacher.
Their responses on the assignment were identical.
output: ",cause
"input: The student was in a rush to get to school on time.
He left his assignment at home.
output: ",effect
"input: The journalist wrote a biography about the humanitarian's life.
The journalist was intrigued by the humanitarian's work.
output: ",cause
"input: The man defied the authorities of the church.
He was excommunicated from the church.
output: ",effect
"input: The woman's hair fell in her face.
She pulled her hair back with a clip.
output: ",effect
"input: The ring on my finger got stuck.
My finger swelled.
output: ",cause
"input: I pulled the rubber band.
It stretched.
output: ",effect
"input: I pressed my hand into the wet cement.
My handprint dried in the cement.
output: ",effect
"input: My skin broke out into a rash.
I brushed against poison ivy in my yard.
output: ",cause
"input: My subscription to the magazine expired.
I stopped receiving new issues.
output: ",effect
"input: The detective revealed an anomaly in the case.
He scrapped his theory.
output: ",effect
"input: The boy threw a temper tantrum.
His brother took his toys from him.
output: ",cause
"input: The child learned how to read.
He began attending school.
output: ",cause
"input: The boy skipped dinner.
He ate a big lunch.
output: ",cause
"input: The woman lavished her friend with flattery.
She wanted to ask her friend for a favor.
output: ",cause
"input: The key was missing from my pants pocket.
The pocket had a hole.
output: ",cause
"input: The man fainted.
He ran a marathon.
output: ",cause
"input: The man lost the competition.
The competition was sabotaged.
output: ",cause
"input: The mother called an ambulance.
Her son fell out of his bed.
output: ",cause
"input: The lock opened.
I turned the key in the lock.
output: ",cause
"input: I put rubber gloves on.
I was preparing to clean the bathroom.
output: ",cause
"input: The animal species became endangered.
Their habitat was destroyed.
output: ",cause
"input: The man perceived that the woman looked different.
The woman got her hair cut.
output: ",cause
"input: The student forgot to do her assignment.
She made up an excuse to tell the teacher.
output: ",effect
"input: The dog barked.
A knock sounded at the door.
output: ",cause
"input: Plans were announced to replace a local park with a shopping mall.
Environmentalists started a petition.
output: ",effect
"input: The couple was happy to see each other.
They kissed.
output: ",effect
"input: The woman asked the man to leave.
He insulted her.
output: ",cause
"input: The tree branch landed in the river.
The branch moved downstream.
output: ",effect
"input: The teacher assigned homework to the students.
The students groaned.
output: ",effect
"input: The seasons changed from summer to autumn.
Leaves fell from the trees.
output: ",effect
"input: The politician was convicted of fraud.
He was removed from office.
output: ",effect
"input: I pushed the wagon.
The wagon wheels spun forward.
output: ",effect
"input: The lobbyist persuaded the legislature to support the bill.
The legislature passed the bill.
output: ",effect
"input: My closet was messy.
I organized it.
output: ",effect
